" ""class"" "," ""classCount"" ",  ,  ,
" ""http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"" "," ""89"" ",  ,  ,
" ""http://www.w3.org/2002/07/owl#TransitiveProperty"" "," ""4"" ",  ,  ,
" ""http://www.w3.org/2002/07/owl#SymmetricProperty"" "," ""4"" ",  ,  ,
" ""http://www.w3.org/1999/02/22-rdf-syntax-ns#List"" "," ""1"" ",  ,  ,
" ""http://www.w3.org/2000/01/rdf-schema#Class"" "," ""3"" ",  ,  ,
" ""http://www.w3.org/2000/01/rdf-schema#Datatype"" "," ""3"" ",  ,  ,
" ""http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty"" "," ""1"" ",  ,  ,
" ""http://schema.org/NGO"" "," ""28"" ",  ,  ,
" ""http://schema.org/SportsOrganization"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Human"" "," ""1778"" ",,  ,  
" ""http://schema.org/Country"" "," ""87"" ",  ,  ,
" ""http://schema.org/Organization"" "," ""150"" ",  ,  ,
" ""http://schema.org/State"" "," ""29"" ",  ,  ,
" ""http://yago-knowledge.org/resource/U.S._state"" "," ""50"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Sovereign_state"" "," ""38"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Twin"" "," ""3"" ",  ,  ,
" ""http://schema.org/City"" "," ""139"" ",  ,  ,
" ""http://schema.org/Corporation"" "," ""103"" ",  ,  ,
" ""http://schema.org/Place"" "," ""112"" ",  ,  ,
" ""http://schema.org/Movie"" "," ""3473"" ",,  ,  
" ""http://schema.org/Language"" "," ""35"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Modern_language"" "," ""33"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Natural_language"" "," ""5"" ",  ,  ,
" ""http://schema.org/SportsTeam"" "," ""23"" ",  ,  ,
" ""http://schema.org/Thing"" "," ""266"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Mobile_operating_system"" "," ""13"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Unix-like"" "," ""3"" ",  ,  ,
" ""http://schema.org/TVSeries"" "," ""232"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Island_country"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Republic"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Business"" "," ""52"" ",  ,  ,
" ""http://schema.org/AdministrativeArea"" "," ""209"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Capital_city"" "," ""16"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Financial_centre"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Metropolis"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Operating_system"" "," ""59"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Proprietary_software"" "," ""17"" ",  ,  ,
" ""http://schema.org/Product"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Empire"" "," ""2"" ",  ,  ,
" ""http://schema.org/Occupation"" "," ""27"" ",  ,  ,
" ""http://yago-knowledge.org/resource/City-state"" "," ""3"" ",  ,  ,
" ""http://schema.org/MusicGroup"" "," ""34"" ",  ,  ,
" ""http://yago-knowledge.org/resource/War"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Commonwealth_realm"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Federation"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Billionaire"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Landlocked_country"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Civil_war"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Work_of_art"" "," ""2"" ",  ,  ,
" ""http://schema.org/CreativeWork"" "," ""794"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Hardcover"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/3D_film"" "," ""112"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Feature_film"" "," ""62"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Cult_film"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_film"" "," ""110"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Live_album"" "," ""19"" ",  ,  ,
" ""http://schema.org/TVEpisode"" "," ""464"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Animated_film"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Anthology_film"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Miniseries"" "," ""28"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Short_film"" "," ""51"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Live-action_animated_film"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Rockumentary"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Remake"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Narrative_film"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Music_video"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Advertising"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Bunkobon"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_pilot"" "," ""3"" ",  ,  ,
" ""http://schema.org/CreativeWorkSeries"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_show"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_special"" "," ""2"" ",  ,  ,
" ""http://schema.org/MusicAlbum"" "," ""183"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Anime"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Sports_competition"" "," ""1"" ",  ,  ,
" ""http://schema.org/EventSeries"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Public_company"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Animation_studio"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Order_(distinction)"" "," ""96"" ",  ,  ,
" ""http://yago-knowledge.org/resource/MTV_Movie_&_TV_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Award"" "," ""191"" ",  ,  ,
" ""http://schema.org/Museum"" "," ""11"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Scholarship"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Medal"" "," ""19"" ",  ,  ,
" ""http://yago-knowledge.org/resource/ESPY_Award"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/List_of_halls_and_walks_of_fame"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/MTV_Video_Music_Award"" "," ""16"" ",  ,  ,
" ""http://yago-knowledge.org/resource/NAACP_Image_Awards"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Film_award"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Golden_Globe_Awards"" "," ""12"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Academy_Awards"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Grammy_Award"" "," ""22"" ",  ,  ,
" ""http://schema.org/TouristAttraction"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Monument"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Music_award"" "," ""11"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Teen_Choice_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Golden_Raspberry_Awards"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Screen_Actors_Guild_Awards"" "," ""13"" ",  ,  ,
" ""http://yago-knowledge.org/resource/British_Independent_Film_Awards"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Order_of_chivalry"" "," ""14"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Saturn_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/British_Academy_Film_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/People's_Choice_Awards"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/MTV_Europe_Music_Award"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Primetime_Emmy_Award"" "," ""17"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Critics'_Choice_Movie_Awards"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/AACTA_Awards"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Street"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/European_Film_Awards"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Service_medal"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Awards_ceremony"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Nobel_Peace_Prize"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Environmental_award"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Campaign_medal"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Imperial_royal_and_noble_ranks"" "," ""3"" ",,  ,  
